ID	TITLE	URL	PUBLISHER	CATEGORY	STORY	HOSTNAME	TIMESTAMP
75343	Kids' Choice Awards 2014: Hollywood's Youngest Stars Do Crop Tops & Cutouts  ...	http://www.huffingtonpost.com/2014/03/30/kids-choice-awards-2014-photos_n_5058345.html	Huffington Post	e	dE9HTpzgmLa3VfMTd6JLJgDH-JDkM	www.huffingtonpost.com	1396354551155
361435	'It's about living my dream... I made it happen': Kanye West reveals he first  ...	http://www.dailymail.co.uk/tvshowbiz/article-2681232/Kanye-West-reveals-proposed-wife-Kim-Kardashian-SEVEN-YEARS-ago.html	Daily Mail	e	dGPONWp4r1_fc9MhRYgny9hdnX8HM	www.dailymail.co.uk	1404595908206
360849	David Arquette Announces Engagement To Longtime Love Christina McLarty	http://www.contactmusic.com/article/david-arquette-announces-engagement-to-longtime-love-christina-mclarty_4272643	Contactmusic.com	e	d2e-11CoF-Ty_gMNknZmZ4ObmofNM	www.contactmusic.com	1404590971862
356596	Rescuers close to 3 trapped Honduran miners, 8 still missing	http://in.reuters.com/article/2014/07/04/honduras-mining-idINL2N0PF0S920140704	Reuters	b	dEUHXVh67HIPErMnyLefrQH5aYQfM	in.reuters.com	1404517210129
127673	Girl mauled by raccoon as a baby will have a right ear made of her ribs	http://www.dailymail.co.uk/news/article-2605007/Girl-savagely-mauled-pet-raccoon-baby-finally-right-ear-12-years-ribs.html\?ITO=1490&amp;ns_mchannel=rss&amp;ns_campaign=1490	Daily Mail	m	dR_1opI8XhkImjMxvNjo6nTABEMEM	www.dailymail.co.uk	1397717725619
126923	"Jenny McCarthy Debuts Giant Rock (Oh, And Engagement) On ""The View"""	http://www.contactmusic.com/article/jenny-mccarthy-announces-engagement-donnie-wahlberg_4158681	Contactmusic.com	e	d5nglCC1EeEWW8MnjOrZAs3kdavNM	www.contactmusic.com	1397714087062
141278	GM Seeks Lawsuit Protection For Conduct That Occurred Before 2009 Bankruptcy	http://www.huffingtonpost.com/2014/04/16/gm-seeks-lawsuit-protection_n_5157238.html	Huffington Post	b	dJICKxLg5j26ZkM7kydJhVo1q-wLM	www.huffingtonpost.com	1397999440004
70583	Wall Street gets lift from Yellen remarks, tech rebound	http://in.reuters.com/article/2014/03/31/us-markets-stocks-idINBREA2J0UC20140331	Reuters	b	dq2EQxPflv4_zTMNxAbv_55w0QREM	in.reuters.com	1396284442570
315891	How Google Glass could steal your PIN with just a glance: Video analysis app  ...	http://www.dailymail.co.uk/sciencetech/article-2668140/Google-Glass-steal-PIN-codes-wearer-isnt-looking-victim.html	Daily Mail	t	dAZ50uXGlLSwpLMqlb3h6Z-r2ZUSM	www.dailymail.co.uk	1403709066873
68918	UN author says draft climate report alarmist, pulls out of team	http://in.reuters.com/article/2014/03/27/climatechange-idINL5N0MO2CZ20140327	Reuters	t	dvXpoeHHC3Eh4CMUx4PxTjcvbPZNM	in.reuters.com	1396233678181
375202	Home > Robert Downey Jr > Robert Downey Jr.'S Wife Is Pregnant Again	http://www.contactmusic.com/story/robert-downey-jr-s-wife-is-pregnant-again_4277967	Contactmusic.com	e	dzUg3n7k7eHo7FMO3nsdgi48b4uiM	www.contactmusic.com	1404975646292
290565	GLOBAL MARKETS-Iraq, Ukraine tensions keep markets on edge	http://www.reuters.com/article/2014/06/16/markets-global-idUSL5N0OX26720140616	Reuters	b	dALTxIdj6g9GqPMGWQhW5c3iqMlKM	www.reuters.com	1402927197196
62280	North West didn't wear makeup and Kim Kardashian never once acted the diva  ...	http://www.dailymail.co.uk/tvshowbiz/article-2591156/North-West-didnt-wear-makeup-Kim-Kardashian-never-acted-diva-Kanye-West-opinions.html	Daily Mail	e	dWPE9tao9Ouf1HMCIM_rUqYNcZI8M	www.dailymail.co.uk	1396074900705
144029	'Game Of Thrones' Season 4 Episode 3 Recap: 'Breaker Of Chains'	http://www.huffingtonpost.com/2014/04/20/game-of-thrones-recap_n_5183361.html	Huffington Post	e	dfFDZYDU9ABqQlMMcLG3HAk-XJ-yM	www.huffingtonpost.com	1398059087565
71384	Comcast considers $2.5 bln more in share buyback - Bloomberg	http://in.reuters.com/article/2014/03/31/comcast-buyback-idINL4N0MS2N520140331	Reuters	t	dD6ONzi4nT6LjaMnk-_-RIMa4NYuM	in.reuters.com	1396287121198
409051	CORRECTED-NY Met Opera proposes federal mediators in bitter labor dispute	http://www.reuters.com/article/2014/07/30/usa-new-york-opera-idUSL2N0Q532J20140730	Reuters	e	duDhxrS10-1QfNM8EnpL3-iPP5auM	www.reuters.com	1406877125264
320614	"George Lucas's Proposed Museum In Chicago Is On ""Solid Legal Ground,"" Says  ..."	http://www.contactmusic.com/article/george-lucas-s-proposed-museum-in-chicago-is-on-solid-legal-ground-says-the-ctiy-s-mayor_4259314	Contactmusic.com	e	dJ2RGmKzlpO1pdMag4rrtPMa7H5XM	www.contactmusic.com	1403801265251
258871	BREAKING: Wikipedia Is NOT A Doctor	http://www.huffingtonpost.com/2014/05/27/wikipedia-study-medical-information-doctor_n_5398691.html\?utm_hp_ref=technology&amp;ir=Technology	Huffington Post	m	dydYiv0wtScnuDM-75yG_JgQcM6hM	www.huffingtonpost.com	1401242680453
223528	GRAINS-Corn slumps on planting progress, soy up on tight supply	http://in.reuters.com/article/2014/05/19/markets-grains-idINL6N0O52XA20140519	Reuters	b	dV0tO8Q0lUFlERM_7gAkZZ35j2P4M	in.reuters.com	1400578551671
208	UPDATE 1-Mt. Gox files for US bankruptcy to halt class action	http://in.reuters.com/article/2014/03/10/bitcoin-mtgox-bankruptcy-idINL2N0M70ZW20140310	Reuters	b	d85PwV5UxEUaHMM0to00pLgkAXkbM	in.reuters.com	1394474322872
61388	The female bald eagle in the nest previously fought off a raccoon that tried to raid  ...	http://www.huffingtonpost.com/huff-wires/20140328/us--bald-eagles-pittsburgh/\?utm_hp_ref=style&amp;ir=style	Huffington Post	t	dry7AN587qeNZQMxv4LtakTQqwmdM	www.huffingtonpost.com	1396071295570
70584	RPT-S.Africa stocks end lower after volatile session	http://in.reuters.com/article/2014/03/31/safrica-stocks-idINL5N0MS47320140331	Reuters	b	dq2EQxPflv4_zTMNxAbv_55w0QREM	in.reuters.com	1396284442838
314054	'Don't judge!' Ryan Seacrest reveals he's starting week-long BIKINI cleanse juice  ...	http://www.dailymail.co.uk/tvshowbiz/article-2667394/Dont-judge-Ryan-Seacrest-reveals-hes-starting-week-long-BIKINI-cleanse-juice-diet-just-time-summer.html	Daily Mail	e	dO86rzkYaOMPuWMKsFyWKxPJoPS1M	www.dailymail.co.uk	1403656085580
35624	Seized oil tanker Morning Glory arrives in Libyan capital: witness	http://www.reuters.com/article/2014/03/23/us-libya-tanker-idUSBREA2L0DS20140323	Reuters	b	dmgLmcdhSVHPw0MYXzjx500ImA9bM	www.reuters.com	1395620956555
54102	Megan Fox is stunning as April O'Neil as she springs into action in new Teenage  ...	http://www.dailymail.co.uk/tvshowbiz/article-2590878/Megan-Fox-keeps-stunning-amidst-action-new-Teenage-Mutant-Ninja-Turtles-trailer.html	Daily Mail	e	dWuCxhJ6yGiFvdMnHsTrGgH7msJOM	www.dailymail.co.uk	1395963430902
313694	Lana Del Rey Responds To Frances Bean Cobain Criticism, Blames Newspaper  ...	http://www.contactmusic.com/article/lana-del-rey-responds-to-frances-bean-cobain-criticism-blames-newspaper-for-sinister-agenda_4257389	Contactmusic.com	e	d0vlph1zAaseN-MW0g6wAfoY_kFGM	www.contactmusic.com	1403653571205
21401	"BoE won't be ""trigger-happy"" about curbing housing market risks-Carney"	http://in.reuters.com/article/2014/03/18/britain-boe-housing-idINS8N0MB00N20140318	Reuters	b	dVUsSKhJKBBxRtMyfPCxPcPs3hPwM	in.reuters.com	1395231829000
406497	Overdraft Fees Usually Cost Way More Than Item Being Bought, Study Finds	http://www.huffingtonpost.com/2014/07/31/overdraft-purchase_n_5638867.html	Huffington Post	b	d7Zsg7iuFULW2xMQsMixx_z0uWtkM	www.huffingtonpost.com	1406858135656
274561	Khloe Kardashian - Khloe Kardashian finds Hamptons home	http://www.contactmusic.com/story/khloe-kardashian-finds-hamptons-home_4227022	Contactmusic.com	e	dBbhggDVOAJFQZMNsQdFKWJpMMqGM	www.contactmusic.com	1401897932260
310133	CORRECTED-UPDATE 7-Brent crude falls again as Iraq supply fears ease	http://www.reuters.com/article/2014/06/24/markets-oil-idUSL4N0P411120140624	Reuters	b	dmZoHgYionf6LzMpXF25JBM-6e4_M	www.reuters.com	1403624336226
169182	Move over Netflix as Yahoo unveils its first original TV shows	http://www.dailymail.co.uk/sciencetech/article-2615468/Yahoo-2-comedy-series-video-expansion.html	Daily Mail	e	dr3jk0vLDaSHQyMw4tJ2lufUc-AgM	www.dailymail.co.uk	1398794563874
7039	The Current State of 'Real Housewife' Affairs	http://www.huffingtonpost.com/evan-ross-katz/the-current-state-of-hous_b_4931545.html	Huffington Post	e	d13XK-tNs2fkXmMw-UxDFZiJEaATM	www.huffingtonpost.com	1394612803606
192530	China blames Vietnam for sea collisions, but calls for talks	http://www.reuters.com/article/2014/05/08/us-china-seas-vietnam-idUSBREA4708J20140508	Reuters	b	dNon3QbHmjev9RMZBV7iFz3EK5TRM	www.reuters.com	1399561491844
356771	South African labour minister to meet with strikers, employers - spokesman	http://www.reuters.com/article/2014/07/04/uk-safrica-strike-minister-idUSKBN0F90OL20140704	Reuters	b	dH5WbQom61WDYjMihBLT6FDE49zEM	www.reuters.com	1404518800062
10934	Jennifer Lopez hails teen Jena Irene her favourite singer on Idol as last 11  ...	http://www.dailymail.co.uk/tvshowbiz/article-2579790/Jennifer-Lopez-hails-teen-Jena-Irene-favourite-singer-Idol-11-compete.html	Daily Mail	e	d9ecp84FNp_P6KM0BSkV612nmpH3M	www.dailymail.co.uk	1394718335992
151067	Regulator reverses approval for powdered alcohol product 'Palcohol'	http://www.dailymail.co.uk/news/article-2610315/Regulator-reverses-approval-powdered-alcohol-product-manufacturer-claimed-smuggled-sports-stadiums-sprinkled-food-snorted.html	Daily Mail	e	drrtPH2N2DcWPlMlEb59y6njUPO1M	www.dailymail.co.uk	1398228068889
184629	HIGHLIGHTS-Fiat Chrysler's five-year plan	http://www.reuters.com/article/2014/05/06/fiatchrysler-idUSL6N0NS4R520140506	Reuters	b	dgpGwokH5i7z49MfjElP-TsDJGz8M	www.reuters.com	1399431865296
187064	Britney Spears - Britney Spears Sued By Former Back-up Dancer	http://www.contactmusic.com/story/britney-spears-sued-by-former-back-up-dancer_4182678	Contactmusic.com	e	dz3ffuVkbnybWcMkGpGOufiZLBVgM	www.contactmusic.com	1399448933499
45922	UPDATE 1-Jagger and family remember L'Wren Scott at LA funeral	http://in.reuters.com/article/2014/03/25/people-lwrenscott-funeral-idINL1N0MM29520140325	Reuters	e	duuZP6VcHo5cBHMZkYWrUuy9ZTOTM	in.reuters.com	1395832213805
297687	TREASURIES-Yields rise as US consumer price inflation jumps	http://in.reuters.com/article/2014/06/17/markets-usa-bonds-idINL2N0OY1EZ20140617	Reuters	b	dCjEaWnxV1r66AMjizIHKeoAr3jpM	in.reuters.com	1403070640095
2471	Miley Cyrus - Miley Cyrus fan arrested after sneaking into dressing room	http://www.contactmusic.com/story/miley-cyrus-fan-arrested-after-sneaking-into-dressing-room_4104241	Contactmusic.com	e	dQ7mGX5Q5MsdjmMycY3sCTlY_y57M	www.contactmusic.com	1394523851857
29985	Missing Plane: Chinese Satellite Spots New Possible Debris	http://www.huffingtonpost.com/2014/03/22/missing-plane-chinese-satellite_n_5012391.html	Huffington Post	b	dVK7SWRI1vWEpIMDLoCD_ne0yEkyM	www.huffingtonpost.com	1395508111832
358272	Ariana Grande shows off her slim pins in white mini-skirt as she attends Total  ...	http://www.dailymail.co.uk/tvshowbiz/article-2678832/Ariana-Grande-shows-slim-pins-white-mini-skirt-attends-Total-Ariana-Live-event-MTV-Studios.html	Daily Mail	e	dAixsq5eCNivPrMhk_eCa90VAOjsM	www.dailymail.co.uk	1404530840929
422820	Ebola toll tops 1550, continues to accelerate - WHO	http://in.reuters.com/article/2014/08/28/health-ebola-toll-idINL5N0QY2GR20140828	Reuters	m	dhhnSHVoyA7ENBM3boDX_D_-3PV6M	in.reuters.com	1409228423827
225944	PRECIOUS-Platinum gains on supply worries; gold treads water below $1300	http://www.reuters.com/article/2014/05/21/markets-precious-idUSL3N0O704820140521	Reuters	b	dF5bW8bFaCOF4XMOT6PobLBIeklNM	www.reuters.com	1400634182529
337020	Gay Pride Parades Step Off Around The US	http://www.huffingtonpost.com/2014/06/29/gay-pride-parades-set-to-_n_5541626.html\?ir=Gay+Voices	Huffington Post	e	dRedSmdh6naJSJM3s5w1uCnx5CJrM	www.huffingtonpost.com	1404164530745
216641	Found: Cancer's deadly 'mother cells' that if killed, could wipe out the disease	http://www.dailymail.co.uk/health/article-2629899/Found-deadly-mother-cells-cancer-Scientists-trying-create-drug-kill-path-way-potential-cure-disease.html	Daily Mail	m	d3pAMHV7mYCzsxMgeUD9TJi2KFoUM	www.dailymail.co.uk	1400402911959
296431	Harrison Ford May Miss 8 Weeks Of Filming 'Star Wars Episode VII' Due To  ...	http://www.contactmusic.com/article/harrison-ford-star-wars-broken-ankle_4246216	Contactmusic.com	e	dYpNACZDCTV7_hMOPFl6sC9uZAktM	www.contactmusic.com	1403020932686
141685	GM Delayed Recall For Years Despite Thousands Of Complaints, Documents  ...	http://www.huffingtonpost.com/2014/04/19/gm-delayed-recall_n_5179428.html\?ir=Business	Huffington Post	t	dxTof4nPp_D1VjMSG3aIKhIfsNERM	www.huffingtonpost.com	1398002042497
108835	Once Upon A Time's Josh Dallas And Ginnifer Goodwin Turn Onscreen  ...	http://www.contactmusic.com/article/ginnifer-goodwin-josh-dallas-married-storybook_4153553	Contactmusic.com	e	dkakMa6wfRI510MPoUGnuipbFq8aM	www.contactmusic.com	1397405705660
243444	Charlie Sheen vs Rihanna: It's A War Of Words Only Twitter Could Bring Us	http://www.contactmusic.com/article/charlie-sheen-blasts-rihanna-in-twitter-rant_4211258	Contactmusic.com	e	dHVTHECkYqTBa7MZY8v946ibKKo-M	www.contactmusic.com	1400878060219
38920	Microsoft Is About To Leave One-Third Of All Computers Vulnerable To Hacking	http://www.huffingtonpost.com/2014/03/24/windows-xp-deadline_n_5021327.html	Huffington Post	t	d4SGGsZAyv55IvMtXSBGjLEg7SFnM	www.huffingtonpost.com	1395756846450
10219	The vast reservoir hidden in the Earth's crust that holds as much water as ALL of  ...	http://www.dailymail.co.uk/sciencetech/article-2579584/The-vast-reservoir-hidden-Earths-crust-holds-water-ALL-oceans.html	Daily Mail	t	dA0ddnisozIS59MZavACPY1Krh5rM	www.dailymail.co.uk	1394715419936
364918	It's politics not science that is driving the climate change mania: UN predictions  ...	http://www.dailymail.co.uk/news/article-2681812/Its-politics-not-science-driving-climate-change-mania-UN-predictions-subject-ridicule-stunning-failure.html	Daily Mail	t	d7fgix3AeFRWqtMBBJWaGNREREguM	www.dailymail.co.uk	1404757740090
395478	'Kiefer Sutherland is the most unprofessional dude in the world': Freddie Prinze  ...	http://www.dailymail.co.uk/tvshowbiz/article-2708777/Freddie-Prinze-Jr-says-hated-minute-starring-24.html	Daily Mail	e	dhDmEDsdKu6N8XMsG-usUxmOFFqaM	www.dailymail.co.uk	1406651194179
319190	What Can We Expect From Beyonce and Jay-Zâ€™s â€˜On The Runâ€™ Tour?	http://www.contactmusic.com/in-depth/what-can-we-expect-from-beyonce-and-jay-z-on-the-run-joint-tour_4259065	Contactmusic.com	e	djqgp6YLbYL5FpMwOQ3d3n8mZIXfM	www.contactmusic.com	1403789986156
123867	From X-Rated To X-Men? Channing Tatum Hints At Next Role	http://www.huffingtonpost.com/2014/04/15/channing-tatum-gambit-x-men_n_5155474.html\?utm_hp_ref=entertainment	Huffington Post	e	d3zbxmX48KwR7FM2wF3EeLiAr1MzM	www.huffingtonpost.com	1397655632189
208260	China April fiscal revenues up 9.2 percent year-on-year	http://www.reuters.com/article/2014/05/12/us-china-economy-revenue-idUSBREA4B00T20140512	Reuters	b	d--wbowLE_mEcaMG2HSlJBQmHDBVM	www.reuters.com	1399970881414
296414	Samuel L. Jackson Appalled At Harrison Ford Breaking Ankle On 'Stars Episode  ...	http://www.contactmusic.com/article/samuel-l-jackson-appalled-at-harrison-ford-breaking-ankle-on-stars-episode-vii-set_4246552	Contactmusic.com	e	dYpNACZDCTV7_hMOPFl6sC9uZAktM	www.contactmusic.com	1403020928012
409814	UPDATE 1-US reforms poultry inspections to boost food safety	http://in.reuters.com/article/2014/07/31/usda-foodsafety-poultry-idINL2N0Q631Y20140731	Reuters	m	dY5YBcxav2pyuVMVje-LtlGKuIbPM	in.reuters.com	1406882729646
135234	Lindsay Lohan's OWN Docuseries 'Lindsay' To End With A Two-Hour Season  ...	http://www.huffingtonpost.com/2014/04/18/lindsay-lohan-own_n_5170173.html	Huffington Post	e	d5VlrjlHOlDZLrMk7arYBB7aG5AQM	www.huffingtonpost.com	1397838766209
303689	Emma Stone And Andrew Garfield Use The Paparazzi To Support Charities	http://www.huffingtonpost.com/2014/06/18/emma-stone-andrew-garfield-paparazzi_n_5507047.html	Huffington Post	e	dmvs4lQTyeZjfhMA505Z3osgcXBkM	www.huffingtonpost.com	1403133550585
55832	Alli Weight-Loss Drug Recalled After Signs Of Tampering	http://www.huffingtonpost.com/2014/03/27/alli-recall_n_5041929.html	Huffington Post	m	dl06z0LSB6LB4LM7M4_3GX6WUrvIM	www.huffingtonpost.com	1395969245635
290676	Russia turns off the gas to Ukraine after failing to reach deal sparking EU price  ...	http://www.dailymail.co.uk/news/article-2658788/Russia-cuts-gas-supply-Ukraine.html	Daily Mail	b	ddj5NjVPliMvgHMxoJt8jgDPRCu4M	www.dailymail.co.uk	1402928003336
371437	UPDATE 1-Lacker says inflation moving toward Fed's target	http://in.reuters.com/article/2014/07/08/usa-fed-idINL2N0PJ1C220140708	Reuters	b	dNJB5f4GzH0jTlMeEyWcKVpMod5UM	in.reuters.com	1404896815374
4173	What Kids Actually Think About Sheryl Sandberg, Leaning In, and 'Ban Bossy'	http://www.huffingtonpost.com/dr-harold-koplewicz/what-kids-actually-think-_b_4934458.html	Huffington Post	e	dSg2r49OAZjxU0MKNazc_QdiwDkOM	www.huffingtonpost.com	1394545658743
328482	Reviews: HBO's 'The Leftovers' Makes a Solid, If Not Controversial Start	http://www.contactmusic.com/article/hbo-the-leftovers-reviews-justin-theroux_4260375	Contactmusic.com	e	dKGFxWtzW3IBZ7M_GPpDQLuufeu9M	www.contactmusic.com	1403932409434
265941	"Coldplay Break 2014 Records With ""Ghost Stories's"" Billboard Debut"	http://www.contactmusic.com/article/coldplay-ghost-stories-billboard-debut_4219387	Contactmusic.com	e	dDnaGLTItyfRzAM4XoHY3jzd9rpsM	www.contactmusic.com	1401368382941
242148	UPDATE 3-US states probe eBay cyber attack as customers complain	http://in.reuters.com/article/2014/05/22/ebay-password-idINL1N0O815V20140522	Reuters	t	dCqQPraQpHD69nMnHMXjSF9l2g9aM	in.reuters.com	1400867155937
415566	Beyoncé's Feminist VMAs Performance Got People Talking About Gender Equality	http://www.huffingtonpost.com/2014/08/25/beyonce-feminist-vmas_n_5708475.html	Huffington Post	e	dvOd5HbJXx6GwjMNT6O3asE_sPupM	www.huffingtonpost.com	1409020019174
153787	Lupita Nyong'o Named People's Most Beautiful, But She's So Much More	http://www.contactmusic.com/article/lupita-nyongo-people-magazine-most-beautiful-women-list_4165335	Contactmusic.com	e	dsHDzysq2AzOKvMPmgUwjubcLlhCM	www.contactmusic.com	1398279858236
313105	Katie Couric Marries Longtime Love John Molner In Intimate Hamptons Wedding	http://www.contactmusic.com/article/katie-couric-marries-john-molner_4254891	Contactmusic.com	e	d3YeGQYxMjdBa2M6uhi32jCaOmInM	www.contactmusic.com	1403648506298
408208	5 Ways James Brown Made An Impact On American Culture	http://www.huffingtonpost.com/2014/07/30/james-brown-american-culture_n_5632154.html	Huffington Post	e	d_XoYRP3qF-MPtMK8-wTf_33fK5BM	www.huffingtonpost.com	1406872094241
